award_year,notice_id,project_name,sector,country,procurement_type,winning_bid_raw,winning_country,winning_firm,currency_unit,contract_amount,contract_value_usd,notice_url,page_url,data_source
2021,CDB2021-020,Construction of National Emergency Operation Center Building,Infrastructure,British Virgin Islands,Works,"BVI-Tandem Development Ltd &amp; D &amp; B Heavy Equipment Service Ltd. USD $9,803,215.53",,BVI-Tandem Development Ltd &amp; D &amp; B Heavy Equipment Service Ltd.,USD,9803215.53,9803215.53,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Notice%20-%20NEOC%20Building.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2021&page=1,CDB
2021,CDB2021-021,REGIONAL HUMAN RESOURCES DEVELOPMENT KNOWLEDGE AND SKILLS AUDIT,Tourism,Barbados,Consultancy,"Jamaica- A-Z Information Jamaica Ltd. USD 99,850",Jamaica,- A-Z Information Jamaica Ltd.,USD,99850.0,99850.0,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Template_Consultancy-Services_Updated-18%20March.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2021&page=2,CDB
2021,CDB2021-022,Dynamic Stability Study for Suriname Power System,Climate,Suriname,Consultancy,"Italiy- Centro Elettotecnico Sperimentale Italiano Giacinto Motta S.p.A. (CESI S.p.A.) USD 333,000.00",,Italiy- Centro Elettotecnico Sperimentale Italiano Giacinto Motta S.p.A. (CESI S.p.A.),USD,333000.0,333000.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information_Stability_Study_18.01.21.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2021&page=2,CDB
2021,CDB2021-023,Consultancy Services for The Philip Goldson Highway and Remate Bypass Upgrading Project -Construction Supervision Services,Infrastructure,Belize,Consultancy,"Italy- Politecnica Ingegneria ed Architettura Societa Cooperativa USD 2,530,000.00",Italy,- Politecnica Ingegneria ed Architettura Societa Cooperativa,USD,2530000.0,2530000.0,https://www.caribank.org/sites/default/files/publication-resources/2021-01-21%20Contract%20Award%20Notice_Construction%20Supervision_PGHRBUP%20-%20CDB.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2021&page=2,CDB
2021,CDB2021-024,ROAD SECTOR DEVELOPMENT MASTER PLAN,Infrastructure,Antigua and Barbuda,Consultancy,"Canada/Bahamas- R.J. Burnside International Ltd &amp; Caribbean Civil Group Ltd USD $410,375.00",Canada,/Bahamas- R.J. Burnside International Ltd &amp; Caribbean Civil Group Ltd,USD,410375.0,410375.0,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-R.%20J.%20Burnside_CDB.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2021&page=2,CDB
2022,CDB2022-001,Design and Supervision of The Education and Human Resource Development Package 1 (EHRD1),Education,Saint Vincent and the Grenadines,Consultancy,"St. Vincent and the Grenadines - Stewart Engineering Limited XCD 393,610.00 (Tax Exclusive)",St. Vincent and the Grenadines,- Stewart Engineering Limited (Tax Exclusive),XCD,393610.0,145781.48,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION_EHRD1_SVG.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-002,Preparation Of a Green Climate Fund (GCF) Funding Proposal and Annexes for The “Climate Resilience Of The Water Sector In The Bahamas” Project,Climate,CDB,Consultancy,"United Kingdom - GWP Consultants USD565,650",United Kingdom,- GWP Consultants,USD,565650.0,565650.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20award%20notification_GCF%20PPF-035_September%2016%202022%20%28002%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-003,Design and Supervision of The Basic Community Access and Drainage Package 2 (BCAD2) Implementation Support,Poverty Alleviation,Saint Vincent and the Grenadines,Consultancy,"Grenada - Gleans Construction and Engineering Co. Limited XCD 460,000.00 (Tax Exclusive)",Grenada,- Gleans Construction and Engineering Co. Limited (Tax Exclusive),XCD,460000.0,170370.37,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION_BCAD2_SVG.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-004,Design and Supervision of The Basic Community Access and Drainage Package 1 (BCAD1) Implementation Support,Poverty Alleviation,Saint Vincent and the Grenadines,Consultancy,"Grenada - Gleans Construction and Engineering Co. Limited XCD 290,000.00 (Tax Exclusive)",Grenada,- Gleans Construction and Engineering Co. Limited (Tax Exclusive),XCD,290000.0,107407.41,https://www.caribank.org/sites/default/files/publication-resources/220914_CONTRACT%20AWARD%20INFORMATION_BCAD1_SVG.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-005,Education Quality Improvement Project - Saint Lucia,Education,Saint Lucia,Consultancy,"Jamaica - Alliance of Consultants USD 75,610.00",Jamaica,- Alliance of Consultants,USD,75610.0,75610.0,https://www.caribank.org/sites/default/files/publication-resources/220914_SLU_CONTRACT-AWARD-INFORMATIONCONSULTANCY_SERVICES_DRUG%20AND%20ALCOHOL%20CONSULTANCY.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-006,Preparation of a Green Climate Fund (GCF) Funding Proposal and Annexes for The “Scaling Up The Deployment Of Integrated Utility Services (IUS) to Support Energy Sector Transformation in The Caribbean” Programme,Climate,CDB,Consultancy,"Canada - CPCS Transcom Limited with FOKABS Inc. and SAEDI Consulting (Barbados) Inc. USD 637,138.00",Canada,- CPCS Transcom Limited with FOKABS Inc. and SAEDI Consulting (Barbados) Inc.,USD,637138.0,637138.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20award%20notification_GCF%20PPF-047_September%206%202022.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-007,Second Road Safety Project - Equipment (GPS Tracking Equipment & Servicing),Transportation,Belize,Goods,"Belize-Traksolution Belize Ltd. BZD 38,220.00",Belize,-Traksolution Belize Ltd.,BZD,38220.0,19110.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_Traksolution%20Belize%20Ltd_.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-008,TVET Development Project - Barrouallie Technical Institute Smart Classroom,Education,Saint Vincent and the Grenadines,Works,"St. Vincent - Gibson Construction Limited XCD2,854,675.15",,St. Vincent - Gibson Construction Limited,XCD,2854675.15,1057287.09,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20-%20INFORMATION%20%28WORKS%29%20-%20Barrouallie%20Smart%20Classroom%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-009,John Compton Dam Rehabilitation Project,Climate,Saint Lucia,,"HR Wallingford Ltd. USD 30, 000.00",,HR Wallingford Ltd.,USD,30000.0,30000.0,https://www.caribank.org/sites/default/files/publication-resources/Award%20of%20Contract_HR%20Wallingford%20Consultants.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-010,Enhancing the Socio-Economic and Livelihood Impacts of the Millennium Highway and West Coast Road Reconstruction Project,Private Sector Development,Saint Lucia,Consultancy,"Haiti - Insuco Haiti US$61,523.00",Haiti,- Insuco Haiti,US$,61523.0,61523.0,https://www.caribank.org/sites/default/files/publication-resources/SLU%20MHWCRP%20Socio-economic%20Impact%20Contract%20Award%20Notice.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022,CDB
2022,CDB2022-011,Technical Assistance Support for Training in Geospatial Mapping for Rural Haiti,,Haiti,Consultancy,"Haiti-Scheffer Fustel GILOT USD 30,000.00",Haiti,-Scheffer Fustel GILOT,USD,30000.0,30000.0,https://www.caribank.org/sites/default/files/publication-resources/220617_HAI_GIS%20Mapping_CS_Training_CAI_ProjectManager.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-012,Linden To Mabura Hill Road Infrastructure Works,Infrastructure,Guyana,Works,"Brazil - Constructora Queiroz Galvao S.A. GYD 32,501,421,713.85",Brazil,- Constructora Queiroz Galvao S.A.,GYD,32501421713.85,155882118.53,https://www.caribank.org/sites/default/files/publication-resources/220602%20June%2001%202022_CONTRACT_AWARD_INFORMATION%20%28WORKS%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-013,Education Quality Improvement Project,Education,Saint Lucia,Goods,"Barbados - EDC Caribbean Inc. USD 9,694.00",Barbados,- EDC Caribbean Inc.,USD,9694.0,9694.0,https://www.caribank.org/sites/default/files/publication-resources/SLU_Contract%20Award%20Information-Goods_EDC%20Caribbean%20Inc.%20%281%29_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-014,Preparation of a Comprehensive Sport for Development Initiative for the new Faculty of Sport of the University of the West Indies,Education,Regional,Goods,"Germany - Simi Reality Motion Systems GmbH USD 24,994.50",Germany,- Simi Reality Motion Systems GmbH,USD,24994.5,24994.5,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-015,Public Procurement Reform of the Eastern Caribbean States,Private Sector Development,Regional,Consultancy,"United Kingdom - Charles Kendall and Partners Ltd. USD 176,550",United Kingdom,- Charles Kendall and Partners Ltd.,USD,176550.0,176550.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-016,Public Procurement Reform of the Eastern Caribbean States,Private Sector Development,Regional,Consultancy,"United Kingdom - Charles Kendall and Partners Ltd. USD 30,750",United Kingdom,- Charles Kendall and Partners Ltd.,USD,30750.0,30750.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-017,Public Procurement Reform of the Eastern Caribbean States,Private Sector Development,Regional,Consultancy,"United Kingdom - Charles Kendall and Partners Ltd. USD 72,750",United Kingdom,- Charles Kendall and Partners Ltd.,USD,72750.0,72750.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-018,Regional Capacity Building in Municipal Finances,Private Sector Development,Regional,Consultancy,"Trinidad - Michelle Mycoo USD 2,800",,Trinidad - Michelle Mycoo,USD,2800.0,2800.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-019,Regional Capacity Building in Municipal Finances,Private Sector Development,Regional,Consultancy,"Trinidad - Lebrechtta Nana Oye Hesse-Bayne USD 35,750",,Trinidad - Lebrechtta Nana Oye Hesse-Bayne,USD,35750.0,35750.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-020,Regional Capacity Building in Municipal Finances,Private Sector Development,Regional,Consultancy,"Canada - Tomopa Canada Ltd. USD 39,400",Canada,- Tomopa Canada Ltd.,USD,39400.0,39400.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=1,CDB
2022,CDB2022-021,Regional Capacity Building in Municipal Finances,Private Sector Development,Regional,Consultancy,"U.S.A - Collin Cunningham USD 19,200",,U.S.A - Collin Cunningham,USD,19200.0,19200.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-022,Regional Capacity Building in Municipal Finances,Private Sector Development,Regional,Consultancy,"Trinidad - Commonwealth Local Government Forum - Caribbean USD 64,150",,Trinidad - Commonwealth Local Government Forum - Caribbean,USD,64150.0,64150.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-023,Regional Capacity Building in Municipal Finances,Private Sector Development,Regional,Consultancy,"Trinidad - Michael Sutherland USD 2,400",,Trinidad - Michael Sutherland,USD,2400.0,2400.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-024,Public Policy Analysis and Management and Management and Project Cycle Management Training Programme of the CDB 2015 - 2019,Education,Regional,Consultancy,"Barbados - The University of the West Indies, Open Campus USD 131,000",Barbados,"- The University of the West Indies, Open Campus",USD,131000.0,131000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-025,Public Policy Analysis and Management and Management and Project Cycle Management Training Programme of the CDB 2015 - 2018,Education,Regional,Consultancy,"Trinidad - Lennise Baptiste USD 44,820",,Trinidad - Lennise Baptiste,USD,44820.0,44820.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-026,Diagnostic Assessment that will determine the Feasibility of Establishing a Partial Credit Guarantee Fund,Financial Services,Turks and Caicos Islands,Consultancy,"Germany - A2F Consulting GmbH USD 112,700",Germany,- A2F Consulting GmbH,USD,112700.0,112700.0,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-GOV%20T%26C%20-%20DIAGNOSTIC%20ASSESSMENT%20PARTIAL%20CREDIT%20GUARANTEE%20FUND.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-027,Institutional Strengthening and Capacity Building Support for Invest SVG,,Saint Vincent and the Grenadines,Consultancy,"Jamaica - Christoper McNair USD 84,800",Jamaica,- Christoper McNair,USD,84800.0,84800.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-028,Energy Efficiency Measures and Solar Photovoltaic Plant,,Saint Vincent and the Grenadines,Consultancy,"St. Vincent - Alston Stoddard XCD 44,500",,St. Vincent - Alston Stoddard,XCD,44500.0,16481.48,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-029,Energy Efficiency Measures and Solar Photovoltaic Plant,,Saint Vincent and the Grenadines,Works,"Trinidad - Green Engineering Environmental Service USD 376,979",,Trinidad - Green Engineering Environmental Service,USD,376979.0,376979.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-030,Energy Efficiency Measures and Solar Photovoltaic Plant,,Saint Vincent and the Grenadines,Works,"Canada - Ozz Electric Inc. USD 1,468,364.94",Canada,- Ozz Electric Inc.,USD,1468364.94,1468364.94,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=2,CDB
2022,CDB2022-031,Millennium Highway and West Coast Road Reconstruction Project,,Saint Lucia,Works,"Barbados - C.O. Williams Construction Co. XCD 29,776,189.97",Barbados,- C.O. Williams Construction Co.,XCD,29776189.97,11028218.51,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2022&page=3,CDB
