project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244860,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,DM DEALERS S.R.L.,,,,,Request for Bids,,,,1.0,OP00244890,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,GUANTEX SRL,,,,,Request for Bids,,,,1.0,OP00244899,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P170329,Argentina,2023,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,6742.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00244819,Contract Award,2022/09/06,AR-DPOMFB-302382-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,198000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244898,Contract Award,2017/01/01,AR-UFOMC-360946-NC-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,DM DEALERS S.R.L.,,,,,Request for Bids,,,,1.0,OP00244897,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,GUANTEX SRL,,,,,Request for Bids,,,,1.0,OP00244924,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,DM DEALERS S.R.L.,,,,,Request for Bids,,,,1.0,OP00244911,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,GUANTEX SRL,,,,,Request for Bids,,,,1.0,OP00244922,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,JUAN IGNACIO BACIGALUPO,,,,,Request for Bids,,,,1.0,OP00244901,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,615000.0,,DM DEALERS S.R.L.,,,,,Request for Bids,,,,1.0,OP00244921,Contract Award,2023/05/15,AR-APN-331918-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P161798,Argentina,2023,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,8571.0,5.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244593,Contract Award,2023/08/22,AR-UCEPO-365653-CS-INDV,Salado Integrated River Basin Management Support Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,195900.0,,PAUNY S.A.,,,,,Request for Bids,,,,1.0,OP00244607,Contract Award,2023/08/25,AR-APN-356809-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P133288,Argentina,2023,World Bank,MDB-financed,IBRD84840,Renewable Energy Solar; Renewable Energy Solar,consulting,15392.0,4.0,CHRISTIAN MARTIN ROBLES LEVIN,,,,,Individual Consultant Selection,,,,1.0,OP00244637,Contract Award,2023/08/23,AR-SE-364232-CS-INDV,Argentina Renewable Energy for Rural Areas Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,195900.0,,PRODUMAT,,,,,Request for Bids,,,,1.0,OP00244634,Contract Award,2023/08/25,AR-APN-356809-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175669,Argentina,2023,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,195900.0,,PRODUMAT,,,,,Request for Bids,,,,1.0,OP00244633,Contract Award,2023/08/25,AR-APN-356809-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00243941,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244124,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244028,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244100,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244107,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244113,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244112,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244108,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244045,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244048,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
P145686,Argentina,2023,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",consulting,240000.0,8.0,,,,,,Individual Consultant Selection,,,,1.0,OP00244114,Contract Award,2023/01/01,AR-UFOMC-360945-CS-INDV,AR Flood Risk Management Support Project for the City of Buenos Aires
